,Type,Episodes,Rating,Start_season,Score
12468,Movie,1,G - All Ages,Winter,5.730769230769231
12470,OVA,2,Rx - Hentai,Summer,6.57
12473,OVA,2,R - 17+ (violence & profanity),Summer,6.42
12474,Special,1,PG-13 - Teens 13 or older,Spring,6.88
12475,Special,2,PG-13 - Teens 13 or older,Winter,8.33
12477,Movie,1,R+ - Mild Nudity,Spring,8.23
12478,Special,1,PG-13 - Teens 13 or older,Fall,5.81
12479,ONA,10,PG-13 - Teens 13 or older,Fall,5.61
12480,Movie,1,PG - Children,Summer,7.08
12481,Movie,1,G - All Ages,Summer,7.28
12482,TV,11,R - 17+ (violence & profanity),Fall,7.7
12483,TV,12,PG-13 - Teens 13 or older,Summer,6.08
12484,Movie,1,R - 17+ (violence & profanity),Spring,7.72
12485,TV,24,PG-13 - Teens 13 or older,Summer,7.55
12487,Special,2,PG-13 - Teens 13 or older,Winter,7.42
12488,TV,12,PG-13 - Teens 13 or older,Spring,6.27
12489,ONA,12,PG-13 - Teens 13 or older,Summer,6.92
12490,TV,22,R - 17+ (violence & profanity),Spring,7.57
12491,TV,13,PG-13 - Teens 13 or older,Summer,6.33
12494,TV,24,PG-13 - Teens 13 or older,Winter,7.84
12495,TV,12,PG-13 - Teens 13 or older,Summer,6.7
12496,OVA,1,R+ - Mild Nudity,Winter,6.29
12497,TV,11,PG-13 - Teens 13 or older,Spring,8.65
12499,Movie,1,G - All Ages,Spring,5.44
12500,TV,13,R - 17+ (violence & profanity),Summer,8.74
12503,ONA,12,PG-13 - Teens 13 or older,Fall,6.1
12504,OVA,3,PG-13 - Teens 13 or older,Summer,7.21
12505,TV,12,R - 17+ (violence & profanity),Spring,7.1
12506,Music,1,PG-13 - Teens 13 or older,Fall,7.31
12507,TV,24,PG-13 - Teens 13 or older,Winter,8.48
12508,Special,23,PG - Children,Winter,5.53
12509,Special,2,PG-13 - Teens 13 or older,Winter,6.05
12510,Special,1,PG-13 - Teens 13 or older,Summer,5.54
12511,TV,12,PG-13 - Teens 13 or older,Fall,7.36
12512,TV,26,PG-13 - Teens 13 or older,Spring,6.58
12514,Special,4,PG-13 - Teens 13 or older,Summer,6.13
12516,OVA,1,PG-13 - Teens 13 or older,Summer,8.07
12524,TV,24,PG-13 - Teens 13 or older,Summer,8.21
12525,OVA,4,Rx - Hentai,Winter,6.69
12526,OVA,1,Rx - Hentai,Winter,6.63
12527,ONA,2,PG-13 - Teens 13 or older,Fall,7.13
12529,Special,1,R+ - Mild Nudity,Summer,7.02
12530,Special,1,PG-13 - Teens 13 or older,Fall,6.71
12531,Movie,3,PG-13 - Teens 13 or older,Spring,7.14
12537,OVA,1,PG-13 - Teens 13 or older,Fall,6.98
12538,OVA,1,Rx - Hentai,Fall,5.86
12540,TV,25,R - 17+ (violence & profanity),Summer,7.16
12545,TV,26,G - All Ages,Spring,5.620253164556962
12549,ONA,20,PG-13 - Teens 13 or older,Winter,6.22
12576,TV,12,PG-13 - Teens 13 or older,Fall,7.2
12584,ONA,1,G - All Ages,Winter,6.05
12585,ONA,13,PG-13 - Teens 13 or older,Fall,5.918032786885246
12586,TV,12,PG-13 - Teens 13 or older,Summer,5.03
12588,Special,1,PG-13 - Teens 13 or older,Spring,5.41
12589,Special,1,PG-13 - Teens 13 or older,Spring,6.5
12590,TV,13,PG-13 - Teens 13 or older,Winter,5.91
12591,ONA,2,Rx - Hentai,Fall,6.75
12592,TV,37,PG - Children,Spring,5.811594202898551
12593,ONA,12,G - All Ages,Winter,6.75
12596,TV,24,PG-13 - Teens 13 or older,Summer,7.86
12598,OVA,2,Rx - Hentai,Spring,7.09
12599,ONA,1,PG-13 - Teens 13 or older,Winter,6.53
12600,Special,1,R - 17+ (violence & profanity),Winter,6.27
12601,TV,59,G - All Ages,Winter,6.6
12604,ONA,3,PG-13 - Teens 13 or older,Summer,6.08
12611,ONA,1,G - All Ages,Fall,6.12
12612,TV,12,PG-13 - Teens 13 or older,Fall,4.71
12613,ONA,5,PG-13 - Teens 13 or older,Winter,6.7
12614,Special,1,R - 17+ (violence & profanity),Summer,6.88
12616,ONA,6,PG-13 - Teens 13 or older,Winter,5.3522727272727275
12617,Special,1,PG-13 - Teens 13 or older,Winter,7.12
12618,ONA,1,G - All Ages,Summer,5.198019801980198
12619,TV,51,PG - Children,Spring,7.13
12621,Movie,1,G - All Ages,Spring,7.43
12624,TV,12,PG-13 - Teens 13 or older,Winter,8.27
12625,TV,36,G - All Ages,Spring,6.24
12626,TV,12,PG-13 - Teens 13 or older,Summer,6.55
12628,Special,3,PG-13 - Teens 13 or older,Winter,6.69
12632,ONA,1,PG-13 - Teens 13 or older,Winter,5.67
12633,Movie,1,PG-13 - Teens 13 or older,Winter,6.8
12635,TV,12,PG-13 - Teens 13 or older,Spring,8.18
12636,TV,12,R+ - Mild Nudity,Spring,4.62
12637,TV,12,PG-13 - Teens 13 or older,Summer,6.99
12639,Movie,1,R - 17+ (violence & profanity),Fall,6.31
12642,TV,12,PG-13 - Teens 13 or older,Summer,6.68
12644,TV,52,PG - Children,Spring,6.33
12645,TV,12,PG-13 - Teens 13 or older,Winter,6.61
12647,TV,45,G - All Ages,Winter,6.038461538461538
12656,Special,2,PG-13 - Teens 13 or older,Winter,7.66
12664,TV,12,PG-13 - Teens 13 or older,Winter,7.31
12665,Special,1,G - All Ages,Winter,5.52
12666,TV,120,PG-13 - Teens 13 or older,Spring,6.64
12668,Special,1,PG-13 - Teens 13 or older,Fall,7.06
12673,TV,12,PG-13 - Teens 13 or older,Summer,6.9
12674,Special,6,PG-13 - Teens 13 or older,Fall,6.48
12676,TV,12,G - All Ages,Spring,5.32
12680,ONA,2,G - All Ages,Winter,6.36
12682,ONA,2,Rx - Hentai,Winter,6.61
12684,TV,51,PG - Children,Spring,6.7
12685,TV,12,PG-13 - Teens 13 or older,Summer,7.67
12686,TV,6,PG-13 - Teens 13 or older,Fall,6.42
12687,Special,1,R - 17+ (violence & profanity),Winter,6.51
12688,TV,51,PG-13 - Teens 13 or older,Spring,5.73
12693,TV,12,PG-13 - Teens 13 or older,Summer,7.76
12694,TV,13,PG-13 - Teens 13 or older,Fall,7.18
12700,TV,51,G - All Ages,Spring,6.585365853658536
12701,TV,12,PG - Children,Spring,5.2
12705,TV,12,R - 17+ (violence & profanity),Summer,7.42
12706,TV,12,PG-13 - Teens 13 or older,Summer,6.57
12710,ONA,2,G - All Ages,Winter,5.99
12711,ONA,15,PG-13 - Teens 13 or older,Fall,6.04
12713,Music,1,PG-13 - Teens 13 or older,Spring,6.26
12714,Movie,1,R - 17+ (violence & profanity),Winter,7.84
12716,Special,1,PG-13 - Teens 13 or older,Spring,6.13
12725,ONA,10,PG-13 - Teens 13 or older,Winter,6.23
12726,Movie,1,PG-13 - Teens 13 or older,Summer,7.2
12727,OVA,1,Rx - Hentai,Spring,7.07
12728,TV,12,R+ - Mild Nudity,Winter,6.63
12729,TV,6,R - 17+ (violence & profanity),Summer,6.54
12731,Movie,1,PG-13 - Teens 13 or older,Spring,6.37
12732,TV,13,PG-13 - Teens 13 or older,Fall,7.58
12734,TV,26,PG - Children,Summer,5.64
12735,TV,26,PG-13 - Teens 13 or older,Spring,7.13
12736,TV,32,G - All Ages,Spring,5.87
12739,TV,12,PG-13 - Teens 13 or older,Winter,7.54
12745,Special,1,PG-13 - Teens 13 or older,Winter,6.14
12746,OVA,1,R+ - Mild Nudity,Fall,7.17
12747,Special,1,G - All Ages,Winter,4.433333333333334
12750,Music,1,G - All Ages,Spring,7.56
12753,Special,1,R - 17+ (violence & profanity),Winter,6.02
12754,ONA,110,PG-13 - Teens 13 or older,Winter,6.17910447761194
12755,TV,12,PG-13 - Teens 13 or older,Spring,7.46
12756,Movie,1,R - 17+ (violence & profanity),Spring,5.98
12765,OVA,2,Rx - Hentai,Spring,7.09
12780,ONA,12,PG-13 - Teens 13 or older,Spring,7.1
12781,ONA,2,G - All Ages,Winter,5.511627906976744
12796,TV,24,PG-13 - Teens 13 or older,Fall,8.1
12797,Special,12,PG-13 - Teens 13 or older,Winter,6.4
12798,TV,25,R - 17+ (violence & profanity),Fall,7.6
12799,TV,13,PG - Children,Spring,4.68
12800,Movie,1,PG - Children,Summer,4.6075949367088604
12802,Special,1,PG-13 - Teens 13 or older,Fall,6.22
12803,TV,13,R - 17+ (violence & profanity),Winter,7.78
12805,TV,13,PG-13 - Teens 13 or older,Fall,7.88
12806,TV,12,R - 17+ (violence & profanity),Fall,6.55
12808,TV,12,PG-13 - Teens 13 or older,Winter,7.43
12809,TV,12,R - 17+ (violence & profanity),Fall,7.58
12810,ONA,1,PG-13 - Teens 13 or older,Winter,6.45
12811,Movie,1,PG-13 - Teens 13 or older,Summer,7.75
12814,Movie,1,PG-13 - Teens 13 or older,Fall,7.38
12834,Movie,1,PG-13 - Teens 13 or older,Summer,8.08
12835,Movie,1,PG-13 - Teens 13 or older,Summer,8.11
12838,TV,12,PG - Children,Summer,5.41
12840,Special,8,PG-13 - Teens 13 or older,Winter,6.216494845360825
12841,OVA,1,PG-13 - Teens 13 or older,Summer,6.51
12843,ONA,10,R+ - Mild Nudity,Winter,7.84
12856,Movie,1,PG-13 - Teens 13 or older,Summer,6.31
12857,Movie,1,PG-13 - Teens 13 or older,Fall,6.76
12861,ONA,1,G - All Ages,Winter,5.76
12862,ONA,2,G - All Ages,Winter,4.267857142857143
12866,Special,7,PG-13 - Teens 13 or older,Winter,7.24
12877,Special,14,PG-13 - Teens 13 or older,Fall,8.33495145631068
12878,OVA,1,PG-13 - Teens 13 or older,Summer,7.24
12897,OVA,1,Rx - Hentai,Spring,6.03
12898,TV,22,PG-13 - Teens 13 or older,Fall,9.0
12899,OVA,1,PG-13 - Teens 13 or older,Summer,6.82
12900,TV,12,PG-13 - Teens 13 or older,Spring,6.34
12901,Movie,1,PG-13 - Teens 13 or older,Summer,7.58
12902,Movie,1,PG-13 - Teens 13 or older,Fall,7.74
12903,Special,1,PG-13 - Teens 13 or older,Summer,5.62
12904,TV,12,PG-13 - Teens 13 or older,Summer,6.24
12905,ONA,24,PG-13 - Teens 13 or older,Summer,6.59
12907,Movie,1,G - All Ages,Fall,6.71
12912,ONA,10,G - All Ages,Fall,6.449275362318841
12913,Movie,1,G - All Ages,Fall,5.134020618556701
12914,TV,26,PG-13 - Teens 13 or older,Summer,7.18
12915,TV,12,PG-13 - Teens 13 or older,Winter,7.84
12916,ONA,6,PG-13 - Teens 13 or older,Spring,4.93
12919,Movie,1,PG-13 - Teens 13 or older,Fall,6.86
12921,ONA,10,PG-13 - Teens 13 or older,Spring,5.83
12925,ONA,10,G - All Ages,Fall,6.47
12926,OVA,1,R+ - Mild Nudity,Fall,6.48
12929,TV,12,R - 17+ (violence & profanity),Summer,7.71
12930,TV,12,PG-13 - Teens 13 or older,Fall,7.56
12933,TV,7,R - 17+ (violence & profanity),Summer,8.93
12934,TV,13,R - 17+ (violence & profanity),Summer,6.17
12935,TV,13,PG-13 - Teens 13 or older,Spring,7.28
12936,TV,12,PG-13 - Teens 13 or older,Fall,5.79
12937,TV,12,PG-13 - Teens 13 or older,Fall,6.1
12938,TV,12,PG-13 - Teens 13 or older,Winter,5.37
12939,TV,24,PG-13 - Teens 13 or older,Fall,5.99
12940,ONA,2,PG-13 - Teens 13 or older,Spring,5.81
12941,Special,1,PG-13 - Teens 13 or older,Winter,7.33
12960,Special,1,PG-13 - Teens 13 or older,Summer,6.88
12961,ONA,5,PG-13 - Teens 13 or older,Winter,5.71
12966,TV,12,PG-13 - Teens 13 or older,Winter,6.52
12969,TV,32,G - All Ages,Spring,6.21
12979,TV,12,PG-13 - Teens 13 or older,Winter,5.87
12980,OVA,1,PG-13 - Teens 13 or older,Fall,6.81
12981,Movie,1,PG-13 - Teens 13 or older,Spring,6.6
12984,OVA,1,G - All Ages,Summer,7.81
12985,OVA,1,PG-13 - Teens 13 or older,Summer,7.49
12988,Special,3,PG-13 - Teens 13 or older,Fall,6.07
12992,TV,12,PG-13 - Teens 13 or older,Winter,7.27
12995,ONA,24,R - 17+ (violence & profanity),Fall,7.41
12996,TV,25,PG-13 - Teens 13 or older,Fall,6.5
12998,Special,1,PG-13 - Teens 13 or older,Spring,7.34
13000,OVA,2,Rx - Hentai,Spring,6.24
13002,ONA,13,PG-13 - Teens 13 or older,Spring,6.46
13003,ONA,1,PG - Children,Spring,6.63
13008,Special,1,PG-13 - Teens 13 or older,Summer,7.78
13014,ONA,1,PG-13 - Teens 13 or older,Spring,6.72
13015,TV,12,PG-13 - Teens 13 or older,Summer,6.61
13017,TV,12,PG-13 - Teens 13 or older,Fall,7.36
13019,Special,1,PG-13 - Teens 13 or older,Spring,7.94
13044,TV,12,R+ - Mild Nudity,Fall,7.38
13045,Special,1,PG-13 - Teens 13 or older,Summer,6.13
13046,ONA,12,R+ - Mild Nudity,Spring,5.89
13047,Special,7,R+ - Mild Nudity,Spring,5.89
13050,Movie,1,PG-13 - Teens 13 or older,Spring,7.52
13051,Movie,1,PG-13 - Teens 13 or older,Summer,7.19
13052,TV,12,PG-13 - Teens 13 or older,Fall,6.42
13055,TV,12,PG-13 - Teens 13 or older,Summer,6.3
13061,ONA,2,PG-13 - Teens 13 or older,Winter,3.8
13062,Movie,1,G - All Ages,Spring,4.79
13068,Special,1,PG-13 - Teens 13 or older,Spring,6.57
13069,OVA,1,PG-13 - Teens 13 or older,Spring,7.32
13070,ONA,1,G - All Ages,Spring,6.24
13071,Special,4,PG-13 - Teens 13 or older,Winter,8.23
13072,Movie,1,PG-13 - Teens 13 or older,Spring,6.54
13073,Movie,1,PG-13 - Teens 13 or older,Summer,6.58
13077,ONA,10,R - 17+ (violence & profanity),Summer,5.68
13078,TV,13,PG-13 - Teens 13 or older,Fall,6.94
13089,OVA,1,Rx - Hentai,Spring,6.7
13093,OVA,1,G - All Ages,Fall,4.746268656716418
13094,TV,12,PG-13 - Teens 13 or older,Summer,7.62
13095,Music,12,PG-13 - Teens 13 or older,Summer,6.428571428571429
13097,TV,12,PG-13 - Teens 13 or older,Summer,7.85
13099,ONA,25,G - All Ages,Summer,6.48
13101,OVA,2,Rx - Hentai,Summer,7.18
13104,TV,4,G - All Ages,Spring,5.36
13109,Special,2,PG-13 - Teens 13 or older,Winter,6.72
13124,TV,12,PG-13 - Teens 13 or older,Winter,7.03
13133,TV,12,PG-13 - Teens 13 or older,Fall,8.41
13134,OVA,2,Rx - Hentai,Summer,6.17
13135,Special,1,R+ - Mild Nudity,Spring,5.46
13138,Special,2,PG-13 - Teens 13 or older,Spring,7.09
13139,ONA,5,G - All Ages,Summer,6.77
13140,OVA,1,Rx - Hentai,Spring,5.89
13146,OVA,2,Rx - Hentai,Summer,7.23
13148,ONA,3,PG-13 - Teens 13 or older,Spring,5.636363636363637
13151,TV,24,PG-13 - Teens 13 or older,Winter,6.83
13156,Special,1,PG-13 - Teens 13 or older,Spring,6.58
13157,Special,1,PG-13 - Teens 13 or older,Spring,6.1
13159,Movie,1,PG-13 - Teens 13 or older,Winter,8.15
13163,ONA,1,G - All Ages,Winter,3.976470588235294
13170,ONA,5,G - All Ages,Spring,6.2
13171,ONA,1,G - All Ages,Winter,5.91
13172,ONA,40,PG-13 - Teens 13 or older,Spring,7.43
13175,TV,12,R+ - Mild Nudity,Summer,5.38
13179,ONA,5,PG - Children,Spring,5.85
13180,TV,12,PG-13 - Teens 13 or older,Fall,7.29
13184,Movie,1,PG-13 - Teens 13 or older,Spring,7.36
13186,ONA,40,R - 17+ (violence & profanity),Fall,6.58
13189,Music,1,G - All Ages,Spring,7.29
13191,Special,1,PG-13 - Teens 13 or older,Summer,7.73
13199,TV,13,PG-13 - Teens 13 or older,Summer,7.56
13200,OVA,1,PG-13 - Teens 13 or older,Fall,7.38
13202,Special,1,R - 17+ (violence & profanity),Spring,5.78
13203,Movie,1,PG-13 - Teens 13 or older,Spring,8.22
13204,Movie,1,PG-13 - Teens 13 or older,Spring,7.77
13209,ONA,3,PG-13 - Teens 13 or older,Spring,5.716049382716049
13224,Music,1,PG - Children,Fall,4.85
13228,TV,10,PG-13 - Teens 13 or older,Fall,6.28
13229,TV,13,PG-13 - Teens 13 or older,Summer,6.3
13231,Special,6,PG-13 - Teens 13 or older,Spring,6.78
13236,OVA,1,Rx - Hentai,Summer,6.97
13237,TV,12,PG-13 - Teens 13 or older,Summer,4.01
13242,TV,9,G - All Ages,Summer,5.55
13243,Movie,1,PG - Children,Winter,7.13
13249,TV,12,PG-13 - Teens 13 or older,Spring,7.42
13250,TV,6,PG-13 - Teens 13 or older,Winter,6.61
13252,TV,12,R - 17+ (violence & profanity),Summer,8.59
13257,ONA,13,PG - Children,Spring,7.65
13260,OVA,1,Rx - Hentai,Summer,6.23
13266,TV,12,PG-13 - Teens 13 or older,Fall,8.14
13267,TV,25,PG-13 - Teens 13 or older,Winter,7.58
13268,TV,25,PG-13 - Teens 13 or older,Winter,8.0
13269,Movie,1,PG-13 - Teens 13 or older,Spring,7.8
13272,Special,2,PG-13 - Teens 13 or older,Spring,6.31
13273,OVA,1,PG-13 - Teens 13 or older,Spring,7.72
13275,Special,1,PG-13 - Teens 13 or older,Fall,6.65
13276,ONA,1,R - 17+ (violence & profanity),Winter,7.21
13278,TV,12,PG-13 - Teens 13 or older,Fall,4.83
13279,TV,12,PG-13 - Teens 13 or older,Summer,7.45
13280,ONA,1,PG-13 - Teens 13 or older,Spring,7.53
13281,OVA,1,Rx - Hentai,Summer,6.71
13282,TV,12,PG-13 - Teens 13 or older,Winter,7.42
13283,TV,12,PG-13 - Teens 13 or older,Summer,7.15
13284,TV,12,PG-13 - Teens 13 or older,Fall,5.7
13285,TV,12,PG-13 - Teens 13 or older,Fall,8.19
13286,TV,13,PG-13 - Teens 13 or older,Winter,8.57
13288,Movie,1,PG-13 - Teens 13 or older,Summer,6.58
13289,TV,13,PG-13 - Teens 13 or older,Fall,8.53
13290,TV,12,PG-13 - Teens 13 or older,Fall,7.19
13291,Movie,1,PG-13 - Teens 13 or older,Spring,8.08
13292,TV,24,PG-13 - Teens 13 or older,Winter,7.33
13293,Movie,1,PG-13 - Teens 13 or older,Winter,8.45
13297,TV,24,PG-13 - Teens 13 or older,Spring,8.17
13300,TV,12,PG-13 - Teens 13 or older,Winter,7.77
13301,Movie,2,R+ - Mild Nudity,Winter,6.99
13302,Movie,1,PG-13 - Teens 13 or older,Fall,7.06
13303,TV,13,PG-13 - Teens 13 or older,Fall,6.65
13304,TV,12,R - 17+ (violence & profanity),Winter,7.41
13306,OVA,2,Rx - Hentai,Summer,5.98
13308,TV,12,PG-13 - Teens 13 or older,Winter,6.92
13309,ONA,24,PG-13 - Teens 13 or older,Summer,6.04
13316,TV,12,PG-13 - Teens 13 or older,Fall,4.78
13318,TV,12,R - 17+ (violence & profanity),Spring,6.79
13323,OVA,2,Rx - Hentai,Fall,7.1
13324,Movie,1,PG-13 - Teens 13 or older,Summer,7.24
13325,Movie,1,R+ - Mild Nudity,Fall,7.28
13333,TV,24,R - 17+ (violence & profanity),Winter,5.47
13334,OVA,1,PG - Children,Fall,7.05
13335,TV,11,PG-13 - Teens 13 or older,Spring,7.96
13336,ONA,12,G - All Ages,Fall,4.47
13337,TV,51,PG-13 - Teens 13 or older,Fall,7.55
13345,ONA,1,G - All Ages,Summer,7.18
13346,TV,12,PG-13 - Teens 13 or older,Summer,6.7
13349,TV,12,PG-13 - Teens 13 or older,Winter,6.53
13351,TV,16,R - 17+ (violence & profanity),Summer,6.87
13353,TV,10,PG-13 - Teens 13 or older,Winter,5.4
13354,TV,12,PG-13 - Teens 13 or older,Fall,5.05
13355,TV,12,PG-13 - Teens 13 or older,Fall,5.68
13356,TV,12,PG-13 - Teens 13 or older,Spring,5.33
13361,TV,12,PG-13 - Teens 13 or older,Fall,5.65
13362,OVA,1,Rx - Hentai,Fall,6.72
13367,TV,24,PG-13 - Teens 13 or older,Fall,6.48
13368,TV,26,R - 17+ (violence & profanity),Spring,6.47
13369,TV,12,R - 17+ (violence & profanity),Fall,5.0
13370,TV,12,R - 17+ (violence & profanity),Spring,7.83
13371,TV,23,PG-13 - Teens 13 or older,Winter,5.41
13372,Movie,1,G - All Ages,Fall,6.03
13373,Special,1,G - All Ages,Spring,6.27
13374,OVA,4,Rx - Hentai,Fall,6.24
13376,TV,12,R+ - Mild Nudity,Fall,6.3
13377,ONA,10,PG-13 - Teens 13 or older,Fall,7.63
13378,ONA,12,R - 17+ (violence & profanity),Winter,6.63
13379,ONA,12,PG-13 - Teens 13 or older,Summer,5.12
13380,Special,1,PG-13 - Teens 13 or older,Fall,7.41
13381,TV,12,PG-13 - Teens 13 or older,Winter,6.87
13384,OVA,2,Rx - Hentai,Fall,7.0
13400,Music,1,PG-13 - Teens 13 or older,Summer,5.63
13401,Movie,1,PG-13 - Teens 13 or older,Winter,6.76
13407,OVA,1,R - 17+ (violence & profanity),Fall,6.58
13408,Music,1,G - All Ages,Spring,4.151515151515151
13418,TV,12,PG-13 - Teens 13 or older,Winter,7.65
13419,Music,1,PG-13 - Teens 13 or older,Spring,5.67
13420,Music,1,PG-13 - Teens 13 or older,Spring,5.2
13421,ONA,1,G - All Ages,Summer,5.66
13422,Movie,1,PG-13 - Teens 13 or older,Summer,8.59
13424,Music,1,PG-13 - Teens 13 or older,Spring,5.54
13425,Music,1,G - All Ages,Spring,5.25
13428,OVA,3,R - 17+ (violence & profanity),Fall,7.75
13430,TV,12,PG-13 - Teens 13 or older,Winter,6.43
13443,TV,12,R - 17+ (violence & profanity),Winter,6.17
13444,Music,1,G - All Ages,Summer,7.59
13451,OVA,1,Rx - Hentai,Fall,6.39
13453,TV,24,R - 17+ (violence & profanity),Fall,7.17
13455,ONA,12,PG-13 - Teens 13 or older,Spring,7.01
13458,ONA,1,G - All Ages,Summer,5.25
13463,ONA,21,R - 17+ (violence & profanity),Summer,7.68
13465,Special,1,G - All Ages,Summer,5.51
13467,ONA,12,PG-13 - Teens 13 or older,Summer,5.074074074074074
13468,TV,3,G - All Ages,Fall,5.76
13470,Music,1,G - All Ages,Winter,5.91
13471,Music,1,G - All Ages,Summer,5.44
13472,Music,1,G - All Ages,Spring,5.48
13473,Music,1,G - All Ages,Summer,7.07
13474,Music,1,G - All Ages,Summer,6.23
13475,Music,1,G - All Ages,Fall,5.41
13481,Special,1,PG-13 - Teens 13 or older,Fall,7.17
13482,Music,1,G - All Ages,Summer,6.13
13483,Movie,1,R - 17+ (violence & profanity),Winter,6.5
13484,TV,12,PG - Children,Winter,6.14
13486,TV,12,R+ - Mild Nudity,Fall,5.59
13488,OVA,1,PG-13 - Teens 13 or older,Spring,7.73
13489,Special,1,PG-13 - Teens 13 or older,Summer,7.91
13490,TV,6,PG-13 - Teens 13 or older,Fall,7.52
13492,ONA,1,G - All Ages,Summer,5.41
13493,OVA,1,Rx - Hentai,Fall,7.2
13494,ONA,10,PG-13 - Teens 13 or older,Spring,6.22
13496,Music,1,G - All Ages,Winter,5.99
13504,ONA,1,G - All Ages,Winter,6.03
13505,TV,12,R - 17+ (violence & profanity),Fall,5.83
13512,OVA,4,Rx - Hentai,Fall,7.19
13514,TV,26,G - All Ages,Fall,6.59
13518,TV,12,R - 17+ (violence & profanity),Spring,6.48
13519,TV,13,PG-13 - Teens 13 or older,Spring,6.38
13526,Special,2,PG-13 - Teens 13 or older,Summer,8.4
13531,Movie,1,PG-13 - Teens 13 or older,Fall,7.54
13533,TV,10,PG-13 - Teens 13 or older,Fall,4.5
13535,ONA,15,PG-13 - Teens 13 or older,Winter,6.69
13536,ONA,10,PG-13 - Teens 13 or older,Fall,6.64
13540,TV,12,PG-13 - Teens 13 or older,Spring,8.21
13541,ONA,1,G - All Ages,Summer,5.53
13542,Special,1,PG-13 - Teens 13 or older,Winter,5.94
13548,ONA,1,R - 17+ (violence & profanity),Summer,6.98
13549,TV,12,PG-13 - Teens 13 or older,Spring,5.64
13556,TV,12,PG-13 - Teens 13 or older,Summer,6.13
13557,TV,12,PG-13 - Teens 13 or older,Fall,7.32
13566,Movie,1,R - 17+ (violence & profanity),Fall,6.9
13567,Movie,1,R - 17+ (violence & profanity),Winter,6.96
13568,Movie,1,R - 17+ (violence & profanity),Winter,6.96
13587,Movie,4,R - 17+ (violence & profanity),Summer,7.97
13588,Movie,4,R - 17+ (violence & profanity),Fall,8.09
13589,Movie,4,R - 17+ (violence & profanity),Fall,8.22
13614,ONA,12,PG-13 - Teens 13 or older,Spring,6.35
13622,TV,12,PG-13 - Teens 13 or older,Spring,6.54
13626,TV,25,G - All Ages,Spring,6.49
13629,ONA,1,R - 17+ (violence & profanity),Summer,6.49
13634,TV,12,PG-13 - Teens 13 or older,Summer,6.13
13635,TV,26,PG-13 - Teens 13 or older,Fall,6.76
13636,Movie,1,PG-13 - Teens 13 or older,Fall,5.67
13640,Movie,1,PG-13 - Teens 13 or older,Fall,6.46
13642,Music,1,PG-13 - Teens 13 or older,Summer,5.9
13644,TV,25,PG-13 - Teens 13 or older,Spring,8.25
13648,Movie,1,PG-13 - Teens 13 or older,Spring,7.22
13649,ONA,12,G - All Ages,Fall,6.48
13650,TV,13,PG-13 - Teens 13 or older,Spring,7.55
13651,Special,1,PG-13 - Teens 13 or older,Summer,6.76
13652,TV,24,R - 17+ (violence & profanity),Fall,7.57
13653,TV,12,PG-13 - Teens 13 or older,Spring,7.07
13654,OVA,2,R - 17+ (violence & profanity),Fall,7.57
13655,TV,12,PG-13 - Teens 13 or older,Winter,6.71
13656,Special,6,PG-13 - Teens 13 or older,Summer,6.36
13659,ONA,12,PG-13 - Teens 13 or older,Winter,7.32
13660,ONA,3,G - All Ages,Fall,6.8
13663,Special,2,PG-13 - Teens 13 or older,Summer,6.87
13664,Special,4,PG-13 - Teens 13 or older,Summer,6.38
13665,ONA,13,PG-13 - Teens 13 or older,Fall,6.53
13666,ONA,1,G - All Ages,Fall,6.04
13667,ONA,24,G - All Ages,Fall,6.65
13669,TV,12,PG-13 - Teens 13 or older,Fall,5.35
13670,TV,12,R - 17+ (violence & profanity),Spring,6.53
13671,TV,12,PG-13 - Teens 13 or older,Spring,7.61
13672,ONA,6,R - 17+ (violence & profanity),Summer,6.03
13673,TV,20,PG-13 - Teens 13 or older,Winter,6.2
13674,Movie,1,PG-13 - Teens 13 or older,Spring,6.13
13675,ONA,3,G - All Ages,Summer,5.26
13676,ONA,18,PG-13 - Teens 13 or older,Spring,5.57
13677,TV,12,PG-13 - Teens 13 or older,Winter,7.49
13678,Special,1,PG-13 - Teens 13 or older,Fall,5.34
13679,TV,12,R - 17+ (violence & profanity),Spring,5.98
13681,Special,1,PG-13 - Teens 13 or older,Spring,6.4
13683,TV,76,PG - Children,Winter,6.78
13684,TV,12,PG-13 - Teens 13 or older,Summer,6.89
13686,Movie,1,PG-13 - Teens 13 or older,Summer,8.41
13687,Special,1,PG-13 - Teens 13 or older,Summer,7.29
13688,Special,1,PG-13 - Teens 13 or older,Fall,6.38
13691,ONA,15,PG-13 - Teens 13 or older,Winter,7.51
13692,TV,12,R - 17+ (violence & profanity),Winter,7.04
13697,ONA,3,G - All Ages,Summer,7.09
13698,Movie,1,R - 17+ (violence & profanity),Fall,6.52
13700,OVA,1,R+ - Mild Nudity,Winter,6.4
13702,TV,13,R - 17+ (violence & profanity),Spring,7.92
13704,TV,25,PG-13 - Teens 13 or older,Spring,7.49
13705,Movie,1,G - All Ages,Spring,6.64
13706,ONA,10,PG-13 - Teens 13 or older,Summer,6.52
13710,ONA,1,G - All Ages,Summer,4.944444444444445
13711,ONA,1,G - All Ages,Summer,4.961538461538462
13712,ONA,2,G - All Ages,Summer,5.88
13713,ONA,1,G - All Ages,Fall,6.07
13717,ONA,1,G - All Ages,Winter,5.470588235294118
